positionid,attack,defense,money,rarity,attack_percentile,defense_percentile,money_percentile,total_score_rank
5309,19,11,11,good,0.84005,0.48005,0.05505,6854.0
5310,20,11,11,good,0.86005,0.48005,0.05505,6754.0
5311,21,11,11,good,0.88005,0.48005,0.05505,6554.0
5312,22,11,12,good,0.90005,0.48005,0.16505,5354.0
5313,23,11,12,good,0.92505,0.48005,0.16505,4307.0
5314,24,11,12,good,0.95005,0.48005,0.16505,4054.0
5315,25,11,12,good,0.97005,0.48005,0.16505,3954.0
5316,11,11,12,bad,0.36005,0.48005,0.16505,9219.0
5317,11,11,12,bad,0.36005,0.48005,0.16505,9220.0
5318,11,11,12,bad,0.36005,0.48005,0.16505,9221.0
5319,11,11,12,bad,0.36005,0.48005,0.16505,9222.0
5320,11,11,12,bad,0.36005,0.48005,0.16505,9223.0
5321,11,11,12,bad,0.36005,0.48005,0.16505,9224.0
5322,11,11,13,bad,0.36005,0.48005,0.27505,8619.0
5323,11,11,13,bad,0.36005,0.48005,0.27505,8620.0
5324,11,17,13,rare,0.36005,0.78005,0.27505,6654.0
5325,11,23,13,rare,0.36005,0.85005,0.27505,5854.0
5326,11,29,13,rare,0.36005,0.92005,0.27505,4554.0
5327,11,35,13,legendary,0.36005,0.99005,0.27505,3854.0
5328,11,11,13,bad,0.36005,0.48005,0.27505,8621.0
5329,11,11,13,bad,0.36005,0.48005,0.27505,8622.0
5330,11,11,13,bad,0.36005,0.48005,0.27505,8623.0
5331,11,11,13,bad,0.36005,0.48005,0.27505,8624.0
5332,11,11,14,normal,0.36005,0.48005,0.38505,7819.0
5333,11,11,14,normal,0.36005,0.48005,0.38505,7820.0
5334,11,11,14,normal,0.36005,0.48005,0.38505,7821.0
5335,11,11,14,normal,0.36005,0.48005,0.38505,7822.0
5336,11,11,14,normal,0.36005,0.48005,0.38505,7823.0
5337,11,11,14,normal,0.36005,0.48005,0.38505,7824.0
5338,11,16,14,rare,0.36005,0.76505,0.38505,5754.0
5339,11,17,14,rare,0.36005,0.78005,0.38505,5654.0
5340,11,18,14,rare,0.36005,0.79505,0.38505,5454.0
5341,11,19,14,rare,0.36005,0.80505,0.38505,5207.0
5342,11,20,15,rare,0.36005,0.81505,0.49505,3654.0
5343,11,21,15,rare,0.36005,0.82505,0.49505,3554.0
5344,11,22,15,rare,0.36005,0.83505,0.49505,3454.0
5345,11,23,15,rare,0.36005,0.85005,0.49505,3354.0
5346,11,24,15,rare,0.36005,0.86505,0.49505,3207.0
5347,11,25,15,rare,0.36005,0.87505,0.49505,2954.0
5348,11,26,15,rare,0.36005,0.88505,0.49505,2754.0
5349,11,27,15,rare,0.36005,0.89505,0.49505,2454.0
5350,11,28,15,rare,0.36005,0.90505,0.49505,2254.0
5351,11,29,15,rare,0.36005,0.92005,0.49505,1907.0
5352,11,30,16,rare,0.36005,0.93505,0.60505,554.0
5353,11,31,16,rare,0.36005,0.94505,0.60505,454.0
5354,11,32,16,rare,0.36005,0.95505,0.60505,354.0
5355,11,33,16,rare,0.36005,0.96505,0.60505,254.0
5356,11,34,16,rare,0.36005,0.97505,0.60505,154.0
5357,11,35,16,legendary,0.36005,0.99005,0.60505,54.0
5358,11,11,16,normal,0.36005,0.48005,0.60505,6266.0
5359,11,11,16,normal,0.36005,0.48005,0.60505,6267.0
5360,11,11,16,normal,0.36005,0.48005,0.60505,6268.0
5361,11,11,16,normal,0.36005,0.48005,0.60505,6269.0
5362,11,11,17,normal,0.36005,0.48005,0.71505,4866.0
5363,11,11,17,normal,0.36005,0.48005,0.71505,4867.0
5364,11,11,17,normal,0.36005,0.48005,0.71505,4868.0
5365,11,11,17,normal,0.36005,0.48005,0.71505,4869.0
5366,11,1,17,normal,0.36005,0.10005,0.71505,8254.0
5367,12,1,17,normal,0.72505,0.10005,0.71505,5554.0
5368,13,1,17,normal,0.73505,0.10005,0.71505,5208.0
5369,14,1,17,normal,0.74505,0.10005,0.71505,4454.0
5370,15,1,17,good,0.75505,0.10005,0.71505,4308.0
5371,16,1,17,good,0.77005,0.10005,0.71505,4154.0
5372,17,1,18,good,0.79505,0.10005,0.82505,3208.0
5373,18,1,18,good,0.82005,0.10005,0.82505,2654.0
5374,19,1,18,good,0.84005,0.10005,0.82505,2154.0
5375,20,1,18,good,0.86005,0.10005,0.82505,1707.0
5376,21,1,18,good,0.88005,0.10005,0.82505,1407.0
5377,22,1,18,good,0.90005,0.10005,0.82505,1108.0
5378,23,1,18,good,0.92505,0.10005,0.82505,854.0
5379,24,1,18,good,0.95005,0.10005,0.82505,754.0
5380,25,1,18,good,0.97005,0.10005,0.82505,654.0
5381,11,1,18,good,0.36005,0.10005,0.82505,7454.0
5382,17,1,11,good,0.79505,0.10005,0.05505,9554.0
5383,23,1,12,good,0.92505,0.10005,0.16505,8154.0
5384,29,1,13,good,0.98505,0.10005,0.27505,6954.0
5385,35,1,14,legendary,0.99505,0.10005,0.38505,5954.0
5386,11,11,15,normal,0.36005,0.48005,0.49505,7154.0
5387,11,11,16,normal,0.36005,0.48005,0.60505,6270.0
5388,11,11,17,normal,0.36005,0.48005,0.71505,4870.0
5389,11,11,18,good,0.36005,0.48005,0.82505,3754.0
5390,11,11,19,good,0.36005,0.48005,0.88505,3054.0
5391,11,11,20,good,0.36005,0.48005,0.89505,2854.0
5392,11,11,21,good,0.36005,0.48005,0.90505,2554.0
5393,11,11,22,good,0.36005,0.48005,0.91505,2354.0
5394,11,11,23,good,0.36005,0.48005,0.92505,2054.0
5395,11,11,24,good,0.36005,0.48005,0.93505,1908.0
5396,11,11,25,good,0.36005,0.48005,0.94505,1708.0
5397,11,11,26,good,0.36005,0.48005,0.95505,1554.0
5398,11,11,27,good,0.36005,0.48005,0.96505,1408.0
5399,11,11,28,good,0.36005,0.48005,0.97505,1254.0
5400,11,11,29,good,0.36005,0.48005,0.98505,1109.0
5401,11,11,30,legendary,0.36005,0.48005,0.99505,955.0
5402,11,11,11,bad,0.36005,0.48005,0.05505,9817.0
5403,11,11,11,bad,0.36005,0.48005,0.05505,9818.0
5404,11,11,11,bad,0.36005,0.48005,0.05505,9819.0
5405,11,11,11,bad,0.36005,0.48005,0.05505,9820.0
5406,16,11,11,good,0.77005,0.48005,0.05505,7355.0
5407,17,11,11,good,0.79505,0.48005,0.05505,7255.0
5408,18,11,11,good,0.82005,0.48005,0.05505,7055.0
5409,19,11,11,good,0.84005,0.48005,0.05505,6855.0
5410,20,11,11,good,0.86005,0.48005,0.05505,6755.0
5411,21,11,11,good,0.88005,0.48005,0.05505,6555.0
5412,22,11,12,good,0.90005,0.48005,0.16505,5355.0
5413,23,11,12,good,0.92505,0.48005,0.16505,4309.0
5414,24,11,12,good,0.95005,0.48005,0.16505,4055.0
5415,25,11,12,good,0.97005,0.48005,0.16505,3955.0
5416,11,11,12,bad,0.36005,0.48005,0.16505,9225.0
5417,11,11,12,bad,0.36005,0.48005,0.16505,9226.0
5418,11,11,12,bad,0.36005,0.48005,0.16505,9227.0
5419,11,11,12,bad,0.36005,0.48005,0.16505,9228.0
5420,11,11,12,bad,0.36005,0.48005,0.16505,9229.0
5421,11,11,12,bad,0.36005,0.48005,0.16505,9230.0
5422,11,11,13,bad,0.36005,0.48005,0.27505,8625.0
5423,11,11,13,bad,0.36005,0.48005,0.27505,8626.0
5424,11,17,13,rare,0.36005,0.78005,0.27505,6655.0
5425,11,23,13,rare,0.36005,0.85005,0.27505,5855.0
5426,11,29,13,rare,0.36005,0.92005,0.27505,4555.0
5427,11,35,13,legendary,0.36005,0.99005,0.27505,3855.0
5428,11,11,13,bad,0.36005,0.48005,0.27505,8627.0
5429,11,11,13,bad,0.36005,0.48005,0.27505,8628.0
5430,11,11,13,bad,0.36005,0.48005,0.27505,8629.0
5431,11,11,13,bad,0.36005,0.48005,0.27505,8630.0
5432,11,11,14,normal,0.36005,0.48005,0.38505,7825.0
5433,11,11,14,normal,0.36005,0.48005,0.38505,7826.0
5434,11,11,14,normal,0.36005,0.48005,0.38505,7827.0
5435,11,11,14,normal,0.36005,0.48005,0.38505,7828.0
5436,11,11,14,normal,0.36005,0.48005,0.38505,7829.0
5437,11,11,14,normal,0.36005,0.48005,0.38505,7830.0
5438,11,16,14,rare,0.36005,0.76505,0.38505,5755.0
5439,11,17,14,rare,0.36005,0.78005,0.38505,5655.0
5440,11,18,14,rare,0.36005,0.79505,0.38505,5455.0
5441,11,19,14,rare,0.36005,0.80505,0.38505,5209.0
5442,11,20,15,rare,0.36005,0.81505,0.49505,3655.0
5443,11,21,15,rare,0.36005,0.82505,0.49505,3555.0
5444,11,22,15,rare,0.36005,0.83505,0.49505,3455.0
5445,11,23,15,rare,0.36005,0.85005,0.49505,3355.0
5446,11,24,15,rare,0.36005,0.86505,0.49505,3209.0
5447,11,25,15,rare,0.36005,0.87505,0.49505,2955.0
5448,11,26,15,rare,0.36005,0.88505,0.49505,2755.0
5449,11,27,15,rare,0.36005,0.89505,0.49505,2455.0
5450,11,28,15,rare,0.36005,0.90505,0.49505,2255.0
5451,11,29,15,rare,0.36005,0.92005,0.49505,1909.0
5452,11,30,16,rare,0.36005,0.93505,0.60505,555.0
5453,11,31,16,rare,0.36005,0.94505,0.60505,455.0
5454,11,32,16,rare,0.36005,0.95505,0.60505,355.0
5455,11,33,16,rare,0.36005,0.96505,0.60505,255.0
5456,11,34,16,rare,0.36005,0.97505,0.60505,155.0
5457,11,35,16,legendary,0.36005,0.99005,0.60505,55.0
5458,11,11,16,normal,0.36005,0.48005,0.60505,6271.0
5459,11,11,16,normal,0.36005,0.48005,0.60505,6272.0
5460,11,11,16,normal,0.36005,0.48005,0.60505,6273.0
5461,11,11,16,normal,0.36005,0.48005,0.60505,6274.0
5462,11,11,17,normal,0.36005,0.48005,0.71505,4871.0
5463,11,11,17,normal,0.36005,0.48005,0.71505,4872.0
5464,11,11,17,normal,0.36005,0.48005,0.71505,4873.0
5465,11,11,17,normal,0.36005,0.48005,0.71505,4874.0
5466,11,1,17,normal,0.36005,0.10005,0.71505,8255.0
5467,12,1,17,normal,0.72505,0.10005,0.71505,5555.0
5468,13,1,17,normal,0.73505,0.10005,0.71505,5210.0
5469,14,1,17,normal,0.74505,0.10005,0.71505,4455.0
5470,15,1,17,good,0.75505,0.10005,0.71505,4310.0
5471,16,1,17,good,0.77005,0.10005,0.71505,4155.0
5472,17,1,18,good,0.79505,0.10005,0.82505,3210.0
5473,18,1,18,good,0.82005,0.10005,0.82505,2655.0
5474,19,1,18,good,0.84005,0.10005,0.82505,2155.0
5475,20,1,18,good,0.86005,0.10005,0.82505,1709.0
5476,21,1,18,good,0.88005,0.10005,0.82505,1409.0
5477,22,1,18,good,0.90005,0.10005,0.82505,1110.0
5478,23,1,18,good,0.92505,0.10005,0.82505,855.0
5479,24,1,18,good,0.95005,0.10005,0.82505,755.0
5480,25,1,18,good,0.97005,0.10005,0.82505,655.0
5481,11,1,18,good,0.36005,0.10005,0.82505,7455.0
5482,17,1,11,good,0.79505,0.10005,0.05505,9555.0
5483,23,1,12,good,0.92505,0.10005,0.16505,8155.0
5484,29,1,13,good,0.98505,0.10005,0.27505,6955.0
5485,35,1,14,legendary,0.99505,0.10005,0.38505,5955.0
5486,11,11,15,normal,0.36005,0.48005,0.49505,7155.0
5487,11,11,16,normal,0.36005,0.48005,0.60505,6275.0
5488,11,11,17,normal,0.36005,0.48005,0.71505,4875.0
5489,11,11,18,good,0.36005,0.48005,0.82505,3755.0
5490,11,11,19,good,0.36005,0.48005,0.88505,3055.0
5491,11,11,20,good,0.36005,0.48005,0.89505,2855.0
5492,11,11,21,good,0.36005,0.48005,0.90505,2555.0
5493,11,11,22,good,0.36005,0.48005,0.91505,2355.0
5494,11,11,23,good,0.36005,0.48005,0.92505,2055.0
5495,11,11,24,good,0.36005,0.48005,0.93505,1910.0
5496,11,11,25,good,0.36005,0.48005,0.94505,1710.0
5497,11,11,26,good,0.36005,0.48005,0.95505,1555.0
5498,11,11,27,good,0.36005,0.48005,0.96505,1410.0
5499,11,11,28,good,0.36005,0.48005,0.97505,1255.0
5500,11,11,29,good,0.36005,0.48005,0.98505,1111.0
5501,11,11,30,legendary,0.36005,0.48005,0.99505,956.0
5502,11,11,11,bad,0.36005,0.48005,0.05505,9821.0
5503,11,11,11,bad,0.36005,0.48005,0.05505,9822.0
5504,11,11,11,bad,0.36005,0.48005,0.05505,9823.0
5505,11,11,11,bad,0.36005,0.48005,0.05505,9824.0
5506,16,11,11,good,0.77005,0.48005,0.05505,7356.0
5507,17,11,11,good,0.79505,0.48005,0.05505,7256.0
5508,18,11,11,good,0.82005,0.48005,0.05505,7056.0
5509,19,11,11,good,0.84005,0.48005,0.05505,6856.0
5510,20,11,11,good,0.86005,0.48005,0.05505,6756.0
5511,21,11,11,good,0.88005,0.48005,0.05505,6556.0
5512,22,11,12,good,0.90005,0.48005,0.16505,5356.0
5513,23,11,12,good,0.92505,0.48005,0.16505,4311.0
5514,24,11,12,good,0.95005,0.48005,0.16505,4056.0
5515,25,11,12,good,0.97005,0.48005,0.16505,3956.0
5516,11,11,12,bad,0.36005,0.48005,0.16505,9231.0
5517,11,11,12,bad,0.36005,0.48005,0.16505,9232.0
5518,11,11,12,bad,0.36005,0.48005,0.16505,9233.0
5519,11,11,12,bad,0.36005,0.48005,0.16505,9234.0
5520,11,11,12,bad,0.36005,0.48005,0.16505,9235.0
5521,11,11,12,bad,0.36005,0.48005,0.16505,9236.0
5522,11,11,13,bad,0.36005,0.48005,0.27505,8631.0
5523,11,11,13,bad,0.36005,0.48005,0.27505,8632.0
5524,11,17,13,rare,0.36005,0.78005,0.27505,6656.0
5525,11,23,13,rare,0.36005,0.85005,0.27505,5856.0
5526,11,29,13,rare,0.36005,0.92005,0.27505,4556.0
5527,11,35,13,legendary,0.36005,0.99005,0.27505,3856.0
5528,11,11,13,bad,0.36005,0.48005,0.27505,8633.0
5529,11,11,13,bad,0.36005,0.48005,0.27505,8634.0
5530,11,11,13,bad,0.36005,0.48005,0.27505,8635.0
5531,11,11,13,bad,0.36005,0.48005,0.27505,8636.0
5532,11,11,14,normal,0.36005,0.48005,0.38505,7831.0
5533,11,11,14,normal,0.36005,0.48005,0.38505,7832.0
5534,11,11,14,normal,0.36005,0.48005,0.38505,7833.0
5535,11,11,14,normal,0.36005,0.48005,0.38505,7834.0
5536,11,11,14,normal,0.36005,0.48005,0.38505,7835.0
5537,11,11,14,normal,0.36005,0.48005,0.38505,7836.0
5538,11,16,14,rare,0.36005,0.76505,0.38505,5756.0
5539,11,17,14,rare,0.36005,0.78005,0.38505,5656.0
5540,11,18,14,rare,0.36005,0.79505,0.38505,5456.0
5541,11,19,14,rare,0.36005,0.80505,0.38505,5211.0
5542,11,20,15,rare,0.36005,0.81505,0.49505,3656.0
5543,11,21,15,rare,0.36005,0.82505,0.49505,3556.0
5544,11,22,15,rare,0.36005,0.83505,0.49505,3456.0
5545,11,23,15,rare,0.36005,0.85005,0.49505,3356.0
5546,11,24,15,rare,0.36005,0.86505,0.49505,3211.0
5547,11,25,15,rare,0.36005,0.87505,0.49505,2956.0
5548,11,26,15,rare,0.36005,0.88505,0.49505,2756.0
5549,11,27,15,rare,0.36005,0.89505,0.49505,2456.0
5550,11,28,15,rare,0.36005,0.90505,0.49505,2256.0
5551,11,29,15,rare,0.36005,0.92005,0.49505,1911.0
5552,11,30,16,rare,0.36005,0.93505,0.60505,556.0
5553,11,31,16,rare,0.36005,0.94505,0.60505,456.0
5554,11,32,16,rare,0.36005,0.95505,0.60505,356.0
5555,11,33,16,rare,0.36005,0.96505,0.60505,256.0
5556,11,34,16,rare,0.36005,0.97505,0.60505,156.0
5557,11,35,16,legendary,0.36005,0.99005,0.60505,56.0
5558,11,11,16,normal,0.36005,0.48005,0.60505,6276.0
5559,11,11,16,normal,0.36005,0.48005,0.60505,6277.0
5560,11,11,16,normal,0.36005,0.48005,0.60505,6278.0
5561,11,11,16,normal,0.36005,0.48005,0.60505,6279.0
5562,11,11,17,normal,0.36005,0.48005,0.71505,4876.0
5563,11,11,17,normal,0.36005,0.48005,0.71505,4877.0
5564,11,11,17,normal,0.36005,0.48005,0.71505,4878.0
5565,11,11,17,normal,0.36005,0.48005,0.71505,4879.0
5566,11,1,17,normal,0.36005,0.10005,0.71505,8256.0
5567,12,1,17,normal,0.72505,0.10005,0.71505,5556.0
5568,13,1,17,normal,0.73505,0.10005,0.71505,5212.0
5569,14,1,17,normal,0.74505,0.10005,0.71505,4456.0
5570,15,1,17,good,0.75505,0.10005,0.71505,4312.0
5571,16,1,17,good,0.77005,0.10005,0.71505,4156.0
5572,17,1,18,good,0.79505,0.10005,0.82505,3212.0
5573,18,1,18,good,0.82005,0.10005,0.82505,2656.0
5574,19,1,18,good,0.84005,0.10005,0.82505,2156.0
5575,20,1,18,good,0.86005,0.10005,0.82505,1711.0
5576,21,1,18,good,0.88005,0.10005,0.82505,1411.0
5577,22,1,18,good,0.90005,0.10005,0.82505,1112.0
5578,23,1,18,good,0.92505,0.10005,0.82505,856.0
5579,24,1,18,good,0.95005,0.10005,0.82505,756.0
5580,25,1,18,good,0.97005,0.10005,0.82505,656.0
5581,11,1,18,good,0.36005,0.10005,0.82505,7456.0
5582,17,1,11,good,0.79505,0.10005,0.05505,9556.0
5583,23,1,12,good,0.92505,0.10005,0.16505,8156.0
5584,29,1,13,good,0.98505,0.10005,0.27505,6956.0
5585,35,1,14,legendary,0.99505,0.10005,0.38505,5956.0
5586,11,11,15,normal,0.36005,0.48005,0.49505,7156.0
5587,11,11,16,normal,0.36005,0.48005,0.60505,6280.0
5588,11,11,17,normal,0.36005,0.48005,0.71505,4880.0
5589,11,11,18,good,0.36005,0.48005,0.82505,3756.0
5590,11,11,19,good,0.36005,0.48005,0.88505,3056.0
5591,11,11,20,good,0.36005,0.48005,0.89505,2856.0
5592,11,11,21,good,0.36005,0.48005,0.90505,2556.0
5593,11,11,22,good,0.36005,0.48005,0.91505,2356.0
5594,11,11,23,good,0.36005,0.48005,0.92505,2056.0
5595,11,11,24,good,0.36005,0.48005,0.93505,1912.0
5596,11,11,25,good,0.36005,0.48005,0.94505,1712.0
5597,11,11,26,good,0.36005,0.48005,0.95505,1556.0
5598,11,11,27,good,0.36005,0.48005,0.96505,1412.0
5599,11,11,28,good,0.36005,0.48005,0.97505,1256.0
5600,11,11,29,good,0.36005,0.48005,0.98505,1113.0
5601,11,11,30,legendary,0.36005,0.48005,0.99505,957.0
5602,11,11,11,bad,0.36005,0.48005,0.05505,9825.0
5603,11,11,11,bad,0.36005,0.48005,0.05505,9826.0
5604,11,11,11,bad,0.36005,0.48005,0.05505,9827.0
5605,11,11,11,bad,0.36005,0.48005,0.05505,9828.0
5606,16,11,11,good,0.77005,0.48005,0.05505,7357.0
5607,17,11,11,good,0.79505,0.48005,0.05505,7257.0
5608,18,11,11,good,0.82005,0.48005,0.05505,7057.0
5609,19,11,11,good,0.84005,0.48005,0.05505,6857.0
5610,20,11,11,good,0.86005,0.48005,0.05505,6757.0
5611,21,11,11,good,0.88005,0.48005,0.05505,6557.0
5612,22,11,12,good,0.90005,0.48005,0.16505,5357.0
5613,23,11,12,good,0.92505,0.48005,0.16505,4313.0
5614,24,11,12,good,0.95005,0.48005,0.16505,4057.0
5615,25,11,12,good,0.97005,0.48005,0.16505,3957.0
5616,11,11,12,bad,0.36005,0.48005,0.16505,9237.0
5617,11,11,12,bad,0.36005,0.48005,0.16505,9238.0
5618,11,11,12,bad,0.36005,0.48005,0.16505,9239.0
5619,11,11,12,bad,0.36005,0.48005,0.16505,9240.0
5620,11,11,12,bad,0.36005,0.48005,0.16505,9241.0
5621,11,11,12,bad,0.36005,0.48005,0.16505,9242.0
5622,11,11,13,bad,0.36005,0.48005,0.27505,8637.0
5623,11,11,13,bad,0.36005,0.48005,0.27505,8638.0
5624,11,17,13,rare,0.36005,0.78005,0.27505,6657.0
5625,11,23,13,rare,0.36005,0.85005,0.27505,5857.0
5626,11,29,13,rare,0.36005,0.92005,0.27505,4557.0
5627,11,35,13,legendary,0.36005,0.99005,0.27505,3857.0
5628,11,11,13,bad,0.36005,0.48005,0.27505,8639.0
5629,11,11,13,bad,0.36005,0.48005,0.27505,8640.0
5630,11,11,13,bad,0.36005,0.48005,0.27505,8641.0
5631,11,11,13,bad,0.36005,0.48005,0.27505,8642.0
5632,11,11,14,normal,0.36005,0.48005,0.38505,7837.0
5633,11,11,14,normal,0.36005,0.48005,0.38505,7838.0
5634,11,11,14,normal,0.36005,0.48005,0.38505,7839.0
5635,11,11,14,normal,0.36005,0.48005,0.38505,7840.0
5636,11,11,14,normal,0.36005,0.48005,0.38505,7841.0
5637,11,11,14,normal,0.36005,0.48005,0.38505,7842.0
5638,11,16,14,rare,0.36005,0.76505,0.38505,5757.0
5639,11,17,14,rare,0.36005,0.78005,0.38505,5657.0
5640,11,18,14,rare,0.36005,0.79505,0.38505,5457.0
5641,11,19,14,rare,0.36005,0.80505,0.38505,5213.0
5642,11,20,15,rare,0.36005,0.81505,0.49505,3657.0
5643,11,21,15,rare,0.36005,0.82505,0.49505,3557.0
5644,11,22,15,rare,0.36005,0.83505,0.49505,3457.0
5645,11,23,15,rare,0.36005,0.85005,0.49505,3357.0
5646,11,24,15,rare,0.36005,0.86505,0.49505,3213.0
5647,11,25,15,rare,0.36005,0.87505,0.49505,2957.0
5648,11,26,15,rare,0.36005,0.88505,0.49505,2757.0
5649,11,27,15,rare,0.36005,0.89505,0.49505,2457.0
5650,11,28,15,rare,0.36005,0.90505,0.49505,2257.0
5651,11,29,15,rare,0.36005,0.92005,0.49505,1913.0
5652,11,30,16,rare,0.36005,0.93505,0.60505,557.0
5653,11,31,16,rare,0.36005,0.94505,0.60505,457.0
5654,11,32,16,rare,0.36005,0.95505,0.60505,357.0
5655,11,33,16,rare,0.36005,0.96505,0.60505,257.0
5656,11,34,16,rare,0.36005,0.97505,0.60505,157.0
5657,11,35,16,legendary,0.36005,0.99005,0.60505,57.0
5658,11,11,16,normal,0.36005,0.48005,0.60505,6281.0
5659,11,11,16,normal,0.36005,0.48005,0.60505,6282.0
5660,11,11,16,normal,0.36005,0.48005,0.60505,6283.0
5661,11,11,16,normal,0.36005,0.48005,0.60505,6284.0
5662,11,11,17,normal,0.36005,0.48005,0.71505,4881.0
5663,11,11,17,normal,0.36005,0.48005,0.71505,4882.0
5664,11,11,17,normal,0.36005,0.48005,0.71505,4883.0
5665,11,11,17,normal,0.36005,0.48005,0.71505,4884.0
5666,11,1,17,normal,0.36005,0.10005,0.71505,8257.0
5667,12,1,17,normal,0.72505,0.10005,0.71505,5557.0
5668,13,1,17,normal,0.73505,0.10005,0.71505,5214.0
5669,14,1,17,normal,0.74505,0.10005,0.71505,4457.0
5670,15,1,17,good,0.75505,0.10005,0.71505,4314.0
5671,16,1,17,good,0.77005,0.10005,0.71505,4157.0
5672,17,1,18,good,0.79505,0.10005,0.82505,3214.0
5673,18,1,18,good,0.82005,0.10005,0.82505,2657.0
5674,19,1,18,good,0.84005,0.10005,0.82505,2157.0
5675,20,1,18,good,0.86005,0.10005,0.82505,1713.0
5676,21,1,18,good,0.88005,0.10005,0.82505,1413.0
5677,22,1,18,good,0.90005,0.10005,0.82505,1114.0
5678,23,1,18,good,0.92505,0.10005,0.82505,857.0
5679,24,1,18,good,0.95005,0.10005,0.82505,757.0
5680,25,1,18,good,0.97005,0.10005,0.82505,657.0
5681,11,1,18,good,0.36005,0.10005,0.82505,7457.0
5682,17,1,11,good,0.79505,0.10005,0.05505,9557.0
5683,23,1,12,good,0.92505,0.10005,0.16505,8157.0
5684,29,1,13,good,0.98505,0.10005,0.27505,6957.0
5685,35,1,14,legendary,0.99505,0.10005,0.38505,5957.0
5686,11,11,15,normal,0.36005,0.48005,0.49505,7157.0
5687,11,11,16,normal,0.36005,0.48005,0.60505,6285.0
5688,11,11,17,normal,0.36005,0.48005,0.71505,4885.0
5689,11,11,18,good,0.36005,0.48005,0.82505,3757.0
5690,11,11,19,good,0.36005,0.48005,0.88505,3057.0
5691,11,11,20,good,0.36005,0.48005,0.89505,2857.0
5692,11,11,21,good,0.36005,0.48005,0.90505,2557.0
5693,11,11,22,good,0.36005,0.48005,0.91505,2357.0
5694,11,11,23,good,0.36005,0.48005,0.92505,2057.0
5695,11,11,24,good,0.36005,0.48005,0.93505,1914.0
5696,11,11,25,good,0.36005,0.48005,0.94505,1714.0
5697,11,11,26,good,0.36005,0.48005,0.95505,1557.0
5698,11,11,27,good,0.36005,0.48005,0.96505,1414.0
5699,11,11,28,good,0.36005,0.48005,0.97505,1257.0
5700,11,11,29,good,0.36005,0.48005,0.98505,1115.0
5701,11,11,30,legendary,0.36005,0.48005,0.99505,958.0
5702,11,11,11,bad,0.36005,0.48005,0.05505,9829.0
5703,11,11,11,bad,0.36005,0.48005,0.05505,9830.0
5704,11,11,11,bad,0.36005,0.48005,0.05505,9831.0
5705,11,11,11,bad,0.36005,0.48005,0.05505,9832.0
5706,16,11,11,good,0.77005,0.48005,0.05505,7358.0
5707,17,11,11,good,0.79505,0.48005,0.05505,7258.0
5708,18,11,11,good,0.82005,0.48005,0.05505,7058.0
5709,19,11,11,good,0.84005,0.48005,0.05505,6858.0
5710,20,11,11,good,0.86005,0.48005,0.05505,6758.0
5711,21,11,11,good,0.88005,0.48005,0.05505,6558.0
5712,22,11,12,good,0.90005,0.48005,0.16505,5358.0
5713,23,11,12,good,0.92505,0.48005,0.16505,4315.0
5714,24,11,12,good,0.95005,0.48005,0.16505,4058.0
5715,25,11,12,good,0.97005,0.48005,0.16505,3958.0
5716,11,11,12,bad,0.36005,0.48005,0.16505,9243.0
5717,11,11,12,bad,0.36005,0.48005,0.16505,9244.0
5718,11,11,12,bad,0.36005,0.48005,0.16505,9245.0
5719,11,11,12,bad,0.36005,0.48005,0.16505,9246.0
5720,11,11,12,bad,0.36005,0.48005,0.16505,9247.0
5721,11,11,12,bad,0.36005,0.48005,0.16505,9248.0
5722,11,11,13,bad,0.36005,0.48005,0.27505,8643.0
5723,11,11,13,bad,0.36005,0.48005,0.27505,8644.0
5724,11,17,13,rare,0.36005,0.78005,0.27505,6658.0
5725,11,23,13,rare,0.36005,0.85005,0.27505,5858.0
5726,11,29,13,rare,0.36005,0.92005,0.27505,4558.0
5727,11,35,13,legendary,0.36005,0.99005,0.27505,3858.0
5728,11,11,13,bad,0.36005,0.48005,0.27505,8645.0
5729,11,11,13,bad,0.36005,0.48005,0.27505,8646.0
5730,11,11,13,bad,0.36005,0.48005,0.27505,8647.0
5731,11,11,13,bad,0.36005,0.48005,0.27505,8648.0
5732,11,11,14,normal,0.36005,0.48005,0.38505,7843.0
5733,11,11,14,normal,0.36005,0.48005,0.38505,7844.0
5734,11,11,14,normal,0.36005,0.48005,0.38505,7845.0
5735,11,11,14,normal,0.36005,0.48005,0.38505,7846.0
5736,11,11,14,normal,0.36005,0.48005,0.38505,7847.0
5737,11,11,14,normal,0.36005,0.48005,0.38505,7848.0
5738,11,16,14,rare,0.36005,0.76505,0.38505,5758.0
5739,11,17,14,rare,0.36005,0.78005,0.38505,5658.0
5740,11,18,14,rare,0.36005,0.79505,0.38505,5458.0
5741,11,19,14,rare,0.36005,0.80505,0.38505,5215.0
5742,11,20,15,rare,0.36005,0.81505,0.49505,3658.0
5743,11,21,15,rare,0.36005,0.82505,0.49505,3558.0
5744,11,22,15,rare,0.36005,0.83505,0.49505,3458.0
5745,11,23,15,rare,0.36005,0.85005,0.49505,3358.0
5746,11,24,15,rare,0.36005,0.86505,0.49505,3215.0
5747,11,25,15,rare,0.36005,0.87505,0.49505,2958.0
5748,11,26,15,rare,0.36005,0.88505,0.49505,2758.0
5749,11,27,15,rare,0.36005,0.89505,0.49505,2458.0
