,positionid,attack,defense,money,rarity,attack_percentile,defense_percentile,money_percentile,total_score_rank
4367,4367,12,1,17,normal,0.72505,0.10005,0.71505,5544.0
4467,4467,12,1,17,normal,0.72505,0.10005,0.71505,5545.0
4567,4567,12,1,17,normal,0.72505,0.10005,0.71505,5546.0
4667,4667,12,1,17,normal,0.72505,0.10005,0.71505,5547.0
4767,4767,12,1,17,normal,0.72505,0.10005,0.71505,5548.0
4867,4867,12,1,17,normal,0.72505,0.10005,0.71505,5549.0
4967,4967,12,1,17,normal,0.72505,0.10005,0.71505,5550.0
5067,5067,12,1,17,normal,0.72505,0.10005,0.71505,5551.0
5167,5167,12,1,17,normal,0.72505,0.10005,0.71505,5552.0
5267,5267,12,1,17,normal,0.72505,0.10005,0.71505,5553.0
5367,5367,12,1,17,normal,0.72505,0.10005,0.71505,5554.0
5467,5467,12,1,17,normal,0.72505,0.10005,0.71505,5555.0
5567,5567,12,1,17,normal,0.72505,0.10005,0.71505,5556.0
5667,5667,12,1,17,normal,0.72505,0.10005,0.71505,5557.0
5767,5767,12,1,17,normal,0.72505,0.10005,0.71505,5558.0
5867,5867,12,1,17,normal,0.72505,0.10005,0.71505,5559.0
5967,5967,12,1,17,normal,0.72505,0.10005,0.71505,5560.0
6067,6067,12,1,17,normal,0.72505,0.10005,0.71505,5561.0
6167,6167,12,1,17,normal,0.72505,0.10005,0.71505,5562.0
6267,6267,12,1,17,normal,0.72505,0.10005,0.71505,5563.0
6367,6367,12,1,17,normal,0.72505,0.10005,0.71505,5564.0
6467,6467,12,1,17,normal,0.72505,0.10005,0.71505,5565.0
6567,6567,12,1,17,normal,0.72505,0.10005,0.71505,5566.0
6667,6667,12,1,17,normal,0.72505,0.10005,0.71505,5567.0
6767,6767,12,1,17,normal,0.72505,0.10005,0.71505,5568.0
6867,6867,12,1,17,normal,0.72505,0.10005,0.71505,5569.0
6967,6967,12,1,17,normal,0.72505,0.10005,0.71505,5570.0
7067,7067,12,1,17,normal,0.72505,0.10005,0.71505,5571.0
7167,7167,12,1,17,normal,0.72505,0.10005,0.71505,5572.0
7267,7267,12,1,17,normal,0.72505,0.10005,0.71505,5573.0
7367,7367,12,1,17,normal,0.72505,0.10005,0.71505,5574.0
7467,7467,12,1,17,normal,0.72505,0.10005,0.71505,5575.0
7567,7567,12,1,17,normal,0.72505,0.10005,0.71505,5576.0
7667,7667,12,1,17,normal,0.72505,0.10005,0.71505,5577.0
7767,7767,12,1,17,normal,0.72505,0.10005,0.71505,5578.0
7867,7867,12,1,17,normal,0.72505,0.10005,0.71505,5579.0
7967,7967,12,1,17,normal,0.72505,0.10005,0.71505,5580.0
8067,8067,12,1,17,normal,0.72505,0.10005,0.71505,5581.0
8167,8167,12,1,17,normal,0.72505,0.10005,0.71505,5582.0
8267,8267,12,1,17,normal,0.72505,0.10005,0.71505,5583.0
8367,8367,12,1,17,normal,0.72505,0.10005,0.71505,5584.0
8467,8467,12,1,17,normal,0.72505,0.10005,0.71505,5585.0
8567,8567,12,1,17,normal,0.72505,0.10005,0.71505,5586.0
8667,8667,12,1,17,normal,0.72505,0.10005,0.71505,5587.0
8767,8767,12,1,17,normal,0.72505,0.10005,0.71505,5588.0
8867,8867,12,1,17,normal,0.72505,0.10005,0.71505,5589.0
8967,8967,12,1,17,normal,0.72505,0.10005,0.71505,5590.0
9067,9067,12,1,17,normal,0.72505,0.10005,0.71505,5591.0
9167,9167,12,1,17,normal,0.72505,0.10005,0.71505,5592.0
9267,9267,12,1,17,normal,0.72505,0.10005,0.71505,5593.0
9367,9367,12,1,17,normal,0.72505,0.10005,0.71505,5594.0
9467,9467,12,1,17,normal,0.72505,0.10005,0.71505,5595.0
9567,9567,12,1,17,normal,0.72505,0.10005,0.71505,5596.0
9667,9667,12,1,17,normal,0.72505,0.10005,0.71505,5597.0
9767,9767,12,1,17,normal,0.72505,0.10005,0.71505,5598.0
9867,9867,12,1,17,normal,0.72505,0.10005,0.71505,5599.0
9967,9967,12,1,17,normal,0.72505,0.10005,0.71505,5600.0
39,39,11,17,14,rare,0.36005,0.78005,0.38505,5601.0
139,139,11,17,14,rare,0.36005,0.78005,0.38505,5602.0
239,239,11,17,14,rare,0.36005,0.78005,0.38505,5603.0
339,339,11,17,14,rare,0.36005,0.78005,0.38505,5604.0
439,439,11,17,14,rare,0.36005,0.78005,0.38505,5605.0
539,539,11,17,14,rare,0.36005,0.78005,0.38505,5606.0
639,639,11,17,14,rare,0.36005,0.78005,0.38505,5607.0
739,739,11,17,14,rare,0.36005,0.78005,0.38505,5608.0
839,839,11,17,14,rare,0.36005,0.78005,0.38505,5609.0
939,939,11,17,14,rare,0.36005,0.78005,0.38505,5610.0
1039,1039,11,17,14,rare,0.36005,0.78005,0.38505,5611.0
1139,1139,11,17,14,rare,0.36005,0.78005,0.38505,5612.0
1239,1239,11,17,14,rare,0.36005,0.78005,0.38505,5613.0
1339,1339,11,17,14,rare,0.36005,0.78005,0.38505,5614.0
1439,1439,11,17,14,rare,0.36005,0.78005,0.38505,5615.0
1539,1539,11,17,14,rare,0.36005,0.78005,0.38505,5616.0
1639,1639,11,17,14,rare,0.36005,0.78005,0.38505,5617.0
1739,1739,11,17,14,rare,0.36005,0.78005,0.38505,5618.0
1839,1839,11,17,14,rare,0.36005,0.78005,0.38505,5619.0
1939,1939,11,17,14,rare,0.36005,0.78005,0.38505,5620.0
2039,2039,11,17,14,rare,0.36005,0.78005,0.38505,5621.0
2139,2139,11,17,14,rare,0.36005,0.78005,0.38505,5622.0
2239,2239,11,17,14,rare,0.36005,0.78005,0.38505,5623.0
2339,2339,11,17,14,rare,0.36005,0.78005,0.38505,5624.0
2439,2439,11,17,14,rare,0.36005,0.78005,0.38505,5625.0
2539,2539,11,17,14,rare,0.36005,0.78005,0.38505,5626.0
2639,2639,11,17,14,rare,0.36005,0.78005,0.38505,5627.0
2739,2739,11,17,14,rare,0.36005,0.78005,0.38505,5628.0
2839,2839,11,17,14,rare,0.36005,0.78005,0.38505,5629.0
2939,2939,11,17,14,rare,0.36005,0.78005,0.38505,5630.0
3039,3039,11,17,14,rare,0.36005,0.78005,0.38505,5631.0
3139,3139,11,17,14,rare,0.36005,0.78005,0.38505,5632.0
3239,3239,11,17,14,rare,0.36005,0.78005,0.38505,5633.0
3339,3339,11,17,14,rare,0.36005,0.78005,0.38505,5634.0
3439,3439,11,17,14,rare,0.36005,0.78005,0.38505,5635.0
3539,3539,11,17,14,rare,0.36005,0.78005,0.38505,5636.0
3639,3639,11,17,14,rare,0.36005,0.78005,0.38505,5637.0
3739,3739,11,17,14,rare,0.36005,0.78005,0.38505,5638.0
3839,3839,11,17,14,rare,0.36005,0.78005,0.38505,5639.0
3939,3939,11,17,14,rare,0.36005,0.78005,0.38505,5640.0
4039,4039,11,17,14,rare,0.36005,0.78005,0.38505,5641.0
4139,4139,11,17,14,rare,0.36005,0.78005,0.38505,5642.0
4239,4239,11,17,14,rare,0.36005,0.78005,0.38505,5643.0
4339,4339,11,17,14,rare,0.36005,0.78005,0.38505,5644.0
4439,4439,11,17,14,rare,0.36005,0.78005,0.38505,5645.0
4539,4539,11,17,14,rare,0.36005,0.78005,0.38505,5646.0
4639,4639,11,17,14,rare,0.36005,0.78005,0.38505,5647.0
4739,4739,11,17,14,rare,0.36005,0.78005,0.38505,5648.0
4839,4839,11,17,14,rare,0.36005,0.78005,0.38505,5649.0
4939,4939,11,17,14,rare,0.36005,0.78005,0.38505,5650.0
5039,5039,11,17,14,rare,0.36005,0.78005,0.38505,5651.0
5139,5139,11,17,14,rare,0.36005,0.78005,0.38505,5652.0
5239,5239,11,17,14,rare,0.36005,0.78005,0.38505,5653.0
5339,5339,11,17,14,rare,0.36005,0.78005,0.38505,5654.0
5439,5439,11,17,14,rare,0.36005,0.78005,0.38505,5655.0
5539,5539,11,17,14,rare,0.36005,0.78005,0.38505,5656.0
5639,5639,11,17,14,rare,0.36005,0.78005,0.38505,5657.0
5739,5739,11,17,14,rare,0.36005,0.78005,0.38505,5658.0
5839,5839,11,17,14,rare,0.36005,0.78005,0.38505,5659.0
5939,5939,11,17,14,rare,0.36005,0.78005,0.38505,5660.0
6039,6039,11,17,14,rare,0.36005,0.78005,0.38505,5661.0
6139,6139,11,17,14,rare,0.36005,0.78005,0.38505,5662.0
6239,6239,11,17,14,rare,0.36005,0.78005,0.38505,5663.0
6339,6339,11,17,14,rare,0.36005,0.78005,0.38505,5664.0
6439,6439,11,17,14,rare,0.36005,0.78005,0.38505,5665.0
6539,6539,11,17,14,rare,0.36005,0.78005,0.38505,5666.0
6639,6639,11,17,14,rare,0.36005,0.78005,0.38505,5667.0
6739,6739,11,17,14,rare,0.36005,0.78005,0.38505,5668.0
6839,6839,11,17,14,rare,0.36005,0.78005,0.38505,5669.0
6939,6939,11,17,14,rare,0.36005,0.78005,0.38505,5670.0
7039,7039,11,17,14,rare,0.36005,0.78005,0.38505,5671.0
7139,7139,11,17,14,rare,0.36005,0.78005,0.38505,5672.0
7239,7239,11,17,14,rare,0.36005,0.78005,0.38505,5673.0
7339,7339,11,17,14,rare,0.36005,0.78005,0.38505,5674.0
7439,7439,11,17,14,rare,0.36005,0.78005,0.38505,5675.0
7539,7539,11,17,14,rare,0.36005,0.78005,0.38505,5676.0
7639,7639,11,17,14,rare,0.36005,0.78005,0.38505,5677.0
7739,7739,11,17,14,rare,0.36005,0.78005,0.38505,5678.0
7839,7839,11,17,14,rare,0.36005,0.78005,0.38505,5679.0
7939,7939,11,17,14,rare,0.36005,0.78005,0.38505,5680.0
8039,8039,11,17,14,rare,0.36005,0.78005,0.38505,5681.0
8139,8139,11,17,14,rare,0.36005,0.78005,0.38505,5682.0
8239,8239,11,17,14,rare,0.36005,0.78005,0.38505,5683.0
8339,8339,11,17,14,rare,0.36005,0.78005,0.38505,5684.0
8439,8439,11,17,14,rare,0.36005,0.78005,0.38505,5685.0
8539,8539,11,17,14,rare,0.36005,0.78005,0.38505,5686.0
8639,8639,11,17,14,rare,0.36005,0.78005,0.38505,5687.0
8739,8739,11,17,14,rare,0.36005,0.78005,0.38505,5688.0
8839,8839,11,17,14,rare,0.36005,0.78005,0.38505,5689.0
8939,8939,11,17,14,rare,0.36005,0.78005,0.38505,5690.0
9039,9039,11,17,14,rare,0.36005,0.78005,0.38505,5691.0
9139,9139,11,17,14,rare,0.36005,0.78005,0.38505,5692.0
9239,9239,11,17,14,rare,0.36005,0.78005,0.38505,5693.0
9339,9339,11,17,14,rare,0.36005,0.78005,0.38505,5694.0
9439,9439,11,17,14,rare,0.36005,0.78005,0.38505,5695.0
9539,9539,11,17,14,rare,0.36005,0.78005,0.38505,5696.0
9639,9639,11,17,14,rare,0.36005,0.78005,0.38505,5697.0
9739,9739,11,17,14,rare,0.36005,0.78005,0.38505,5698.0
9839,9839,11,17,14,rare,0.36005,0.78005,0.38505,5699.0
9939,9939,11,17,14,rare,0.36005,0.78005,0.38505,5700.0
38,38,11,16,14,rare,0.36005,0.76505,0.38505,5701.0
138,138,11,16,14,rare,0.36005,0.76505,0.38505,5702.0
238,238,11,16,14,rare,0.36005,0.76505,0.38505,5703.0
338,338,11,16,14,rare,0.36005,0.76505,0.38505,5704.0
438,438,11,16,14,rare,0.36005,0.76505,0.38505,5705.0
538,538,11,16,14,rare,0.36005,0.76505,0.38505,5706.0
638,638,11,16,14,rare,0.36005,0.76505,0.38505,5707.0
738,738,11,16,14,rare,0.36005,0.76505,0.38505,5708.0
838,838,11,16,14,rare,0.36005,0.76505,0.38505,5709.0
938,938,11,16,14,rare,0.36005,0.76505,0.38505,5710.0
1038,1038,11,16,14,rare,0.36005,0.76505,0.38505,5711.0
1138,1138,11,16,14,rare,0.36005,0.76505,0.38505,5712.0
1238,1238,11,16,14,rare,0.36005,0.76505,0.38505,5713.0
1338,1338,11,16,14,rare,0.36005,0.76505,0.38505,5714.0
1438,1438,11,16,14,rare,0.36005,0.76505,0.38505,5715.0
1538,1538,11,16,14,rare,0.36005,0.76505,0.38505,5716.0
1638,1638,11,16,14,rare,0.36005,0.76505,0.38505,5717.0
1738,1738,11,16,14,rare,0.36005,0.76505,0.38505,5718.0
1838,1838,11,16,14,rare,0.36005,0.76505,0.38505,5719.0
1938,1938,11,16,14,rare,0.36005,0.76505,0.38505,5720.0
2038,2038,11,16,14,rare,0.36005,0.76505,0.38505,5721.0
2138,2138,11,16,14,rare,0.36005,0.76505,0.38505,5722.0
2238,2238,11,16,14,rare,0.36005,0.76505,0.38505,5723.0
2338,2338,11,16,14,rare,0.36005,0.76505,0.38505,5724.0
2438,2438,11,16,14,rare,0.36005,0.76505,0.38505,5725.0
2538,2538,11,16,14,rare,0.36005,0.76505,0.38505,5726.0
2638,2638,11,16,14,rare,0.36005,0.76505,0.38505,5727.0
2738,2738,11,16,14,rare,0.36005,0.76505,0.38505,5728.0
2838,2838,11,16,14,rare,0.36005,0.76505,0.38505,5729.0
2938,2938,11,16,14,rare,0.36005,0.76505,0.38505,5730.0
3038,3038,11,16,14,rare,0.36005,0.76505,0.38505,5731.0
3138,3138,11,16,14,rare,0.36005,0.76505,0.38505,5732.0
3238,3238,11,16,14,rare,0.36005,0.76505,0.38505,5733.0
3338,3338,11,16,14,rare,0.36005,0.76505,0.38505,5734.0
3438,3438,11,16,14,rare,0.36005,0.76505,0.38505,5735.0
3538,3538,11,16,14,rare,0.36005,0.76505,0.38505,5736.0
3638,3638,11,16,14,rare,0.36005,0.76505,0.38505,5737.0
3738,3738,11,16,14,rare,0.36005,0.76505,0.38505,5738.0
3838,3838,11,16,14,rare,0.36005,0.76505,0.38505,5739.0
3938,3938,11,16,14,rare,0.36005,0.76505,0.38505,5740.0
4038,4038,11,16,14,rare,0.36005,0.76505,0.38505,5741.0
4138,4138,11,16,14,rare,0.36005,0.76505,0.38505,5742.0
4238,4238,11,16,14,rare,0.36005,0.76505,0.38505,5743.0
4338,4338,11,16,14,rare,0.36005,0.76505,0.38505,5744.0
4438,4438,11,16,14,rare,0.36005,0.76505,0.38505,5745.0
4538,4538,11,16,14,rare,0.36005,0.76505,0.38505,5746.0
4638,4638,11,16,14,rare,0.36005,0.76505,0.38505,5747.0
4738,4738,11,16,14,rare,0.36005,0.76505,0.38505,5748.0
4838,4838,11,16,14,rare,0.36005,0.76505,0.38505,5749.0
4938,4938,11,16,14,rare,0.36005,0.76505,0.38505,5750.0
5038,5038,11,16,14,rare,0.36005,0.76505,0.38505,5751.0
5138,5138,11,16,14,rare,0.36005,0.76505,0.38505,5752.0
5238,5238,11,16,14,rare,0.36005,0.76505,0.38505,5753.0
5338,5338,11,16,14,rare,0.36005,0.76505,0.38505,5754.0
5438,5438,11,16,14,rare,0.36005,0.76505,0.38505,5755.0
5538,5538,11,16,14,rare,0.36005,0.76505,0.38505,5756.0
5638,5638,11,16,14,rare,0.36005,0.76505,0.38505,5757.0
5738,5738,11,16,14,rare,0.36005,0.76505,0.38505,5758.0
5838,5838,11,16,14,rare,0.36005,0.76505,0.38505,5759.0
5938,5938,11,16,14,rare,0.36005,0.76505,0.38505,5760.0
6038,6038,11,16,14,rare,0.36005,0.76505,0.38505,5761.0
6138,6138,11,16,14,rare,0.36005,0.76505,0.38505,5762.0
6238,6238,11,16,14,rare,0.36005,0.76505,0.38505,5763.0
6338,6338,11,16,14,rare,0.36005,0.76505,0.38505,5764.0
6438,6438,11,16,14,rare,0.36005,0.76505,0.38505,5765.0
6538,6538,11,16,14,rare,0.36005,0.76505,0.38505,5766.0
6638,6638,11,16,14,rare,0.36005,0.76505,0.38505,5767.0
6738,6738,11,16,14,rare,0.36005,0.76505,0.38505,5768.0
6838,6838,11,16,14,rare,0.36005,0.76505,0.38505,5769.0
6938,6938,11,16,14,rare,0.36005,0.76505,0.38505,5770.0
7038,7038,11,16,14,rare,0.36005,0.76505,0.38505,5771.0
7138,7138,11,16,14,rare,0.36005,0.76505,0.38505,5772.0
7238,7238,11,16,14,rare,0.36005,0.76505,0.38505,5773.0
7338,7338,11,16,14,rare,0.36005,0.76505,0.38505,5774.0
7438,7438,11,16,14,rare,0.36005,0.76505,0.38505,5775.0
7538,7538,11,16,14,rare,0.36005,0.76505,0.38505,5776.0
7638,7638,11,16,14,rare,0.36005,0.76505,0.38505,5777.0
7738,7738,11,16,14,rare,0.36005,0.76505,0.38505,5778.0
7838,7838,11,16,14,rare,0.36005,0.76505,0.38505,5779.0
7938,7938,11,16,14,rare,0.36005,0.76505,0.38505,5780.0
8038,8038,11,16,14,rare,0.36005,0.76505,0.38505,5781.0
8138,8138,11,16,14,rare,0.36005,0.76505,0.38505,5782.0
8238,8238,11,16,14,rare,0.36005,0.76505,0.38505,5783.0
8338,8338,11,16,14,rare,0.36005,0.76505,0.38505,5784.0
8438,8438,11,16,14,rare,0.36005,0.76505,0.38505,5785.0
8538,8538,11,16,14,rare,0.36005,0.76505,0.38505,5786.0
8638,8638,11,16,14,rare,0.36005,0.76505,0.38505,5787.0
8738,8738,11,16,14,rare,0.36005,0.76505,0.38505,5788.0
8838,8838,11,16,14,rare,0.36005,0.76505,0.38505,5789.0
8938,8938,11,16,14,rare,0.36005,0.76505,0.38505,5790.0
9038,9038,11,16,14,rare,0.36005,0.76505,0.38505,5791.0
9138,9138,11,16,14,rare,0.36005,0.76505,0.38505,5792.0
9238,9238,11,16,14,rare,0.36005,0.76505,0.38505,5793.0
9338,9338,11,16,14,rare,0.36005,0.76505,0.38505,5794.0
9438,9438,11,16,14,rare,0.36005,0.76505,0.38505,5795.0
9538,9538,11,16,14,rare,0.36005,0.76505,0.38505,5796.0
9638,9638,11,16,14,rare,0.36005,0.76505,0.38505,5797.0
9738,9738,11,16,14,rare,0.36005,0.76505,0.38505,5798.0
9838,9838,11,16,14,rare,0.36005,0.76505,0.38505,5799.0
9938,9938,11,16,14,rare,0.36005,0.76505,0.38505,5800.0
25,25,11,23,13,rare,0.36005,0.85005,0.27505,5801.0
125,125,11,23,13,rare,0.36005,0.85005,0.27505,5802.0
225,225,11,23,13,rare,0.36005,0.85005,0.27505,5803.0
325,325,11,23,13,rare,0.36005,0.85005,0.27505,5804.0
425,425,11,23,13,rare,0.36005,0.85005,0.27505,5805.0
525,525,11,23,13,rare,0.36005,0.85005,0.27505,5806.0
625,625,11,23,13,rare,0.36005,0.85005,0.27505,5807.0
725,725,11,23,13,rare,0.36005,0.85005,0.27505,5808.0
825,825,11,23,13,rare,0.36005,0.85005,0.27505,5809.0
925,925,11,23,13,rare,0.36005,0.85005,0.27505,5810.0
1025,1025,11,23,13,rare,0.36005,0.85005,0.27505,5811.0
1125,1125,11,23,13,rare,0.36005,0.85005,0.27505,5812.0
1225,1225,11,23,13,rare,0.36005,0.85005,0.27505,5813.0
1325,1325,11,23,13,rare,0.36005,0.85005,0.27505,5814.0
1425,1425,11,23,13,rare,0.36005,0.85005,0.27505,5815.0
1525,1525,11,23,13,rare,0.36005,0.85005,0.27505,5816.0
1625,1625,11,23,13,rare,0.36005,0.85005,0.27505,5817.0
1725,1725,11,23,13,rare,0.36005,0.85005,0.27505,5818.0
1825,1825,11,23,13,rare,0.36005,0.85005,0.27505,5819.0
1925,1925,11,23,13,rare,0.36005,0.85005,0.27505,5820.0
2025,2025,11,23,13,rare,0.36005,0.85005,0.27505,5821.0
2125,2125,11,23,13,rare,0.36005,0.85005,0.27505,5822.0
2225,2225,11,23,13,rare,0.36005,0.85005,0.27505,5823.0
2325,2325,11,23,13,rare,0.36005,0.85005,0.27505,5824.0
2425,2425,11,23,13,rare,0.36005,0.85005,0.27505,5825.0
2525,2525,11,23,13,rare,0.36005,0.85005,0.27505,5826.0
2625,2625,11,23,13,rare,0.36005,0.85005,0.27505,5827.0
2725,2725,11,23,13,rare,0.36005,0.85005,0.27505,5828.0
2825,2825,11,23,13,rare,0.36005,0.85005,0.27505,5829.0
2925,2925,11,23,13,rare,0.36005,0.85005,0.27505,5830.0
3025,3025,11,23,13,rare,0.36005,0.85005,0.27505,5831.0
3125,3125,11,23,13,rare,0.36005,0.85005,0.27505,5832.0
3225,3225,11,23,13,rare,0.36005,0.85005,0.27505,5833.0
3325,3325,11,23,13,rare,0.36005,0.85005,0.27505,5834.0
3425,3425,11,23,13,rare,0.36005,0.85005,0.27505,5835.0
3525,3525,11,23,13,rare,0.36005,0.85005,0.27505,5836.0
3625,3625,11,23,13,rare,0.36005,0.85005,0.27505,5837.0
3725,3725,11,23,13,rare,0.36005,0.85005,0.27505,5838.0
3825,3825,11,23,13,rare,0.36005,0.85005,0.27505,5839.0
3925,3925,11,23,13,rare,0.36005,0.85005,0.27505,5840.0
4025,4025,11,23,13,rare,0.36005,0.85005,0.27505,5841.0
4125,4125,11,23,13,rare,0.36005,0.85005,0.27505,5842.0
4225,4225,11,23,13,rare,0.36005,0.85005,0.27505,5843.0
4325,4325,11,23,13,rare,0.36005,0.85005,0.27505,5844.0
4425,4425,11,23,13,rare,0.36005,0.85005,0.27505,5845.0
4525,4525,11,23,13,rare,0.36005,0.85005,0.27505,5846.0
4625,4625,11,23,13,rare,0.36005,0.85005,0.27505,5847.0
4725,4725,11,23,13,rare,0.36005,0.85005,0.27505,5848.0
4825,4825,11,23,13,rare,0.36005,0.85005,0.27505,5849.0
4925,4925,11,23,13,rare,0.36005,0.85005,0.27505,5850.0
5025,5025,11,23,13,rare,0.36005,0.85005,0.27505,5851.0
5125,5125,11,23,13,rare,0.36005,0.85005,0.27505,5852.0
5225,5225,11,23,13,rare,0.36005,0.85005,0.27505,5853.0
5325,5325,11,23,13,rare,0.36005,0.85005,0.27505,5854.0
5425,5425,11,23,13,rare,0.36005,0.85005,0.27505,5855.0
5525,5525,11,23,13,rare,0.36005,0.85005,0.27505,5856.0
5625,5625,11,23,13,rare,0.36005,0.85005,0.27505,5857.0
5725,5725,11,23,13,rare,0.36005,0.85005,0.27505,5858.0
5825,5825,11,23,13,rare,0.36005,0.85005,0.27505,5859.0
5925,5925,11,23,13,rare,0.36005,0.85005,0.27505,5860.0
6025,6025,11,23,13,rare,0.36005,0.85005,0.27505,5861.0
6125,6125,11,23,13,rare,0.36005,0.85005,0.27505,5862.0
6225,6225,11,23,13,rare,0.36005,0.85005,0.27505,5863.0
6325,6325,11,23,13,rare,0.36005,0.85005,0.27505,5864.0
6425,6425,11,23,13,rare,0.36005,0.85005,0.27505,5865.0
6525,6525,11,23,13,rare,0.36005,0.85005,0.27505,5866.0
6625,6625,11,23,13,rare,0.36005,0.85005,0.27505,5867.0
6725,6725,11,23,13,rare,0.36005,0.85005,0.27505,5868.0
6825,6825,11,23,13,rare,0.36005,0.85005,0.27505,5869.0
6925,6925,11,23,13,rare,0.36005,0.85005,0.27505,5870.0
7025,7025,11,23,13,rare,0.36005,0.85005,0.27505,5871.0
7125,7125,11,23,13,rare,0.36005,0.85005,0.27505,5872.0
7225,7225,11,23,13,rare,0.36005,0.85005,0.27505,5873.0
7325,7325,11,23,13,rare,0.36005,0.85005,0.27505,5874.0
7425,7425,11,23,13,rare,0.36005,0.85005,0.27505,5875.0
7525,7525,11,23,13,rare,0.36005,0.85005,0.27505,5876.0
7625,7625,11,23,13,rare,0.36005,0.85005,0.27505,5877.0
7725,7725,11,23,13,rare,0.36005,0.85005,0.27505,5878.0
7825,7825,11,23,13,rare,0.36005,0.85005,0.27505,5879.0
7925,7925,11,23,13,rare,0.36005,0.85005,0.27505,5880.0
8025,8025,11,23,13,rare,0.36005,0.85005,0.27505,5881.0
8125,8125,11,23,13,rare,0.36005,0.85005,0.27505,5882.0
8225,8225,11,23,13,rare,0.36005,0.85005,0.27505,5883.0
8325,8325,11,23,13,rare,0.36005,0.85005,0.27505,5884.0
8425,8425,11,23,13,rare,0.36005,0.85005,0.27505,5885.0
8525,8525,11,23,13,rare,0.36005,0.85005,0.27505,5886.0
8625,8625,11,23,13,rare,0.36005,0.85005,0.27505,5887.0
8725,8725,11,23,13,rare,0.36005,0.85005,0.27505,5888.0
8825,8825,11,23,13,rare,0.36005,0.85005,0.27505,5889.0
8925,8925,11,23,13,rare,0.36005,0.85005,0.27505,5890.0
9025,9025,11,23,13,rare,0.36005,0.85005,0.27505,5891.0
9125,9125,11,23,13,rare,0.36005,0.85005,0.27505,5892.0
9225,9225,11,23,13,rare,0.36005,0.85005,0.27505,5893.0
9325,9325,11,23,13,rare,0.36005,0.85005,0.27505,5894.0
9425,9425,11,23,13,rare,0.36005,0.85005,0.27505,5895.0
9525,9525,11,23,13,rare,0.36005,0.85005,0.27505,5896.0
9625,9625,11,23,13,rare,0.36005,0.85005,0.27505,5897.0
9725,9725,11,23,13,rare,0.36005,0.85005,0.27505,5898.0
9825,9825,11,23,13,rare,0.36005,0.85005,0.27505,5899.0
9925,9925,11,23,13,rare,0.36005,0.85005,0.27505,5900.0
85,85,35,1,14,legendary,0.99505,0.10005,0.38505,5901.0
185,185,35,1,14,legendary,0.99505,0.10005,0.38505,5902.0
285,285,35,1,14,legendary,0.99505,0.10005,0.38505,5903.0
385,385,35,1,14,legendary,0.99505,0.10005,0.38505,5904.0
485,485,35,1,14,legendary,0.99505,0.10005,0.38505,5905.0
585,585,35,1,14,legendary,0.99505,0.10005,0.38505,5906.0
685,685,35,1,14,legendary,0.99505,0.10005,0.38505,5907.0
785,785,35,1,14,legendary,0.99505,0.10005,0.38505,5908.0
885,885,35,1,14,legendary,0.99505,0.10005,0.38505,5909.0
985,985,35,1,14,legendary,0.99505,0.10005,0.38505,5910.0
1085,1085,35,1,14,legendary,0.99505,0.10005,0.38505,5911.0
1185,1185,35,1,14,legendary,0.99505,0.10005,0.38505,5912.0
1285,1285,35,1,14,legendary,0.99505,0.10005,0.38505,5913.0
1385,1385,35,1,14,legendary,0.99505,0.10005,0.38505,5914.0
1485,1485,35,1,14,legendary,0.99505,0.10005,0.38505,5915.0
1585,1585,35,1,14,legendary,0.99505,0.10005,0.38505,5916.0
1685,1685,35,1,14,legendary,0.99505,0.10005,0.38505,5917.0
1785,1785,35,1,14,legendary,0.99505,0.10005,0.38505,5918.0
1885,1885,35,1,14,legendary,0.99505,0.10005,0.38505,5919.0
1985,1985,35,1,14,legendary,0.99505,0.10005,0.38505,5920.0
2085,2085,35,1,14,legendary,0.99505,0.10005,0.38505,5921.0
2185,2185,35,1,14,legendary,0.99505,0.10005,0.38505,5922.0
2285,2285,35,1,14,legendary,0.99505,0.10005,0.38505,5923.0
2385,2385,35,1,14,legendary,0.99505,0.10005,0.38505,5924.0
2485,2485,35,1,14,legendary,0.99505,0.10005,0.38505,5925.0
2585,2585,35,1,14,legendary,0.99505,0.10005,0.38505,5926.0
2685,2685,35,1,14,legendary,0.99505,0.10005,0.38505,5927.0
2785,2785,35,1,14,legendary,0.99505,0.10005,0.38505,5928.0
2885,2885,35,1,14,legendary,0.99505,0.10005,0.38505,5929.0
2985,2985,35,1,14,legendary,0.99505,0.10005,0.38505,5930.0
3085,3085,35,1,14,legendary,0.99505,0.10005,0.38505,5931.0
3185,3185,35,1,14,legendary,0.99505,0.10005,0.38505,5932.0
3285,3285,35,1,14,legendary,0.99505,0.10005,0.38505,5933.0
3385,3385,35,1,14,legendary,0.99505,0.10005,0.38505,5934.0
3485,3485,35,1,14,legendary,0.99505,0.10005,0.38505,5935.0
3585,3585,35,1,14,legendary,0.99505,0.10005,0.38505,5936.0
3685,3685,35,1,14,legendary,0.99505,0.10005,0.38505,5937.0
3785,3785,35,1,14,legendary,0.99505,0.10005,0.38505,5938.0
3885,3885,35,1,14,legendary,0.99505,0.10005,0.38505,5939.0
3985,3985,35,1,14,legendary,0.99505,0.10005,0.38505,5940.0
4085,4085,35,1,14,legendary,0.99505,0.10005,0.38505,5941.0
4185,4185,35,1,14,legendary,0.99505,0.10005,0.38505,5942.0
